item,itemLabel,startDate,endDate,psid
Q108443121,Swalay Kasenally,1993,1994,Q108443121-35557314-1755-4DD0-996D-33BD0F02C197
Q108443122,Ramduthsing Jaddoo,1994,1995,Q108443122-A8017FAF-0CB4-44AB-BBAD-D047BB18452C
Q138970,Paul Bérenger,1992,1993,Q138970-9EA2DCBB-8512-4BC2-AC25-5C2E55F66B32
Q138970,Paul Bérenger,1995,1997,Q138970-C8667CE9-2E5B-43D6-BC77-C42A49F30746
Q15733912,Alan Ganoo,2019-11-12,,Q15733912-214A1537-5AD8-4BE1-A4D9-0900043DC4FA
Q3163283,Jaya Krishna Cuttaree,2003,2005,Q3163283-3BC6C2F8-6757-4099-BF77-93C01E3B8827
Q3275413,Madan Dulloo,2005,2008,Q3275413-2A601CD6-280A-4CD4-91D2-6642AD43C9FD
Q3335632,Nando Bodha,2019-11-12,2021-02-06,Q3335632-49EE79AA-1F2A-46BC-B920-53B60909D4F2
Q3561012,Seetanah Lutchmeenaraidoo,2016,2019,Q3561012-259A1257-52AD-4510-A9F9-B5D29A85DAAF
Q4764635,Anil Gayan,2000,2003,Q4764635-819FE888-AAD8-4D01-B2E9-6561B4C8C571
Q57545,Kailash Purryag,1997,2000,Q57545-7C28699A-C649-490E-9470-192F85EF4A38
Q57836,Navin Ramgoolam,1997,1997,Q57836-0F2CB5A1-5D36-478C-BE78-A13A3EA40689
Q57836,Navin Ramgoolam,2008,2008,Q57836-593BD9FB-5379-41C0-9D08-87DC905D527A
Q58260,Arvin Boolell,2008,2014,Q58260-09E7B598-B7D6-452F-80F5-E20F80F589C0
